"TCG region",Expansion,"Card number","Card number sorting order","Card name",Rarity,"Card variant","Card language","Card condition",Note,Quantity
International,"Paradox Rift",207/182,207,"Brute Bonnet","Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Paradox Rift",210/182,210,Aegislash,"Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Paradox Rift",229/182,229,"Roaring Moon ex","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Paradox Rift",236/182,236,Mela,"Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Paradox Rift",258/182,258,Rika,"Special Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Paradox Rift",261/182,261,"Iron Valiant ex","Hyper Rare","Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",001/165,1,Bulbasaur,Common,Normal,English,Unspecified,,4
International,"Scarlet & Violet 151",001/165,1,Bulbasaur,Common,"Reverse Holo",English,Unspecified,,2
International,"Scarlet & Violet 151",002/165,2,Ivysaur,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",004/165,4,Charmander,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",004/165,4,Charmander,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",005/165,5,Charmeleon,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",005/165,5,Charmeleon,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",007/165,7,Squirtle,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",008/165,8,Wartortle,Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",009/165,9,"Blastoise ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",010/165,10,Caterpie,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",010/165,10,Caterpie,Common,"Reverse Holo",English,Unspecified,,3
International,"Scarlet & Violet 151",011/165,11,Metapod,Common,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",011/165,11,Metapod,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",014/165,14,Kakuna,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",015/165,15,Beedrill,Rare,"Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",015/165,15,Beedrill,Rare,"Reverse Holo",English,Unspecified,,2
International,"Scarlet & Violet 151",018/165,18,Pidgeot,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Scarlet & Violet 151",019/165,19,Rattata,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",019/165,19,Rattata,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",020/165,20,Raticate,Uncommon,Normal,English,Unspecified,,4
International,"Scarlet & Violet 151",020/165,20,Raticate,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",021/165,21,Spearow,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",022/165,22,Fearow,Uncommon,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",022/165,22,Fearow,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",023/165,23,Ekans,Common,Normal,English,Unspecified,,4
International,"Scarlet & Violet 151",024/165,24,"Arbok ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",025/165,25,Pikachu,Common,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",025/165,25,Pikachu,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",026/165,26,Raichu,Rare,"Normal Holo",English,Unspecified,,2
International,"Scarlet & Violet 151",027/165,27,Sandshrew,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",028/165,28,Sandslash,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",030/165,30,Nidorina,Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",030/165,30,Nidorina,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",031/165,31,Nidoqueen,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",032/165,32,"Nidoran ♂",Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",033/165,33,Nidorino,Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",035/165,35,Clefairy,Common,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",036/165,36,Clefable,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",036/165,36,Clefable,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",037/165,37,Vulpix,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",037/165,37,Vulpix,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",038/165,38,"Ninetales ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",039/165,39,Jigglypuff,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",040/165,40,"Wigglytuff ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",041/165,41,Zubat,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",042/165,42,Golbat,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",042/165,42,Golbat,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",043/165,43,Oddish,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",044/165,44,Gloom,Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",045/165,45,Vileplume,Rare,"Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",046/165,46,Paras,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",047/165,47,Parasect,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",048/165,48,Venonat,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",048/165,48,Venonat,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",049/165,49,Venomoth,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",050/165,50,Diglett,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",050/165,50,Diglett,Common,"Reverse Holo",English,Unspecified,,2
International,"Scarlet & Violet 151",051/165,51,Dugtrio,Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",051/165,51,Dugtrio,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",052/165,52,Meowth,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",053/165,53,Persian,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",054/165,54,Psyduck,Common,Normal,English,Unspecified,,4
International,"Scarlet & Violet 151",056/165,56,Mankey,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",056/165,56,Mankey,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",057/165,57,Primeape,Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",058/165,58,Growlithe,Common,Normal,English,Unspecified,,5
International,"Scarlet & Violet 151",058/165,58,Growlithe,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",059/165,59,Arcanine,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",060/165,60,Poliwag,Common,Normal,English,Unspecified,,4
International,"Scarlet & Violet 151",061/165,61,Poliwhirl,Common,"Reverse Holo",English,Unspecified,,2
International,"Scarlet & Violet 151",062/165,62,Poliwrath,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",062/165,62,Poliwrath,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",063/165,63,Abra,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",064/165,64,Kadabra,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",064/165,64,Kadabra,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Scarlet & Violet 151",066/165,66,Machop,Common,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",066/165,66,Machop,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",068/165,68,Machamp,Rare,"Normal Holo",English,Unspecified,,2
International,"Scarlet & Violet 151",068/165,68,Machamp,Rare,"Reverse Holo",English,Unspecified,,2
International,"Scarlet & Violet 151",069/165,69,Bellsprout,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",069/165,69,Bellsprout,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",071/165,71,Victreebel,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",072/165,72,Tentacool,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",072/165,72,Tentacool,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",074/165,74,Geodude,Common,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",075/165,75,Graveler,Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",075/165,75,Graveler,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",076/165,76,"Golem ex","Double Rare","Normal Holo",English,Unspecified,,2
International,"Scarlet & Violet 151",077/165,77,Ponyta,Common,Normal,English,Unspecified,,4
International,"Scarlet & Violet 151",077/165,77,Ponyta,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",078/165,78,Rapidash,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",078/165,78,Rapidash,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",079/165,79,Slowpoke,Common,Normal,English,Unspecified,,4
International,"Scarlet & Violet 151",081/165,81,Magnemite,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",082/165,82,Magneton,Uncommon,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",083/165,83,Farfetch'd,Common,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",084/165,84,Doduo,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",086/165,86,Seel,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",088/165,88,Grimer,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",090/165,90,Shellder,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",091/165,91,Cloyster,Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",093/165,93,Haunter,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",094/165,94,Gengar,Rare,"Normal Holo",English,Unspecified,,3
International,"Scarlet & Violet 151",095/165,95,Onix,Uncommon,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",096/165,96,Drowzee,Common,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",097/165,97,Hypno,Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",098/165,98,Krabby,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",099/165,99,Kingler,Uncommon,Normal,English,Unspecified,,4
International,"Scarlet & Violet 151",100/165,100,Voltorb,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",100/165,100,Voltorb,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",102/165,102,Exeggcute,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",103/165,103,Exeggutor,Uncommon,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",104/165,104,Cubone,Common,Normal,English,Unspecified,,4
International,"Scarlet & Violet 151",105/165,105,Marowak,Rare,"Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",106/165,106,Hitmonlee,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",108/165,108,Lickitung,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",108/165,108,Lickitung,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",109/165,109,Koffing,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",110/165,110,Weezing,Rare,"Normal Holo",English,Unspecified,,2
International,"Scarlet & Violet 151",111/165,111,Rhyhorn,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",112/165,112,Rhydon,Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",113/165,113,Chansey,Rare,"Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",114/165,114,Tangela,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",115/165,115,"Kangaskhan ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",117/165,117,Seadra,Uncommon,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",117/165,117,Seadra,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",119/165,119,Seaking,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",120/165,120,Staryu,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",125/165,125,Electabuzz,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",126/165,126,Magmar,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",128/165,128,Tauros,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",128/165,128,Tauros,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",129/165,129,Magikarp,Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",132/165,132,Ditto,Rare,"Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",133/165,133,Eevee,Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",133/165,133,Eevee,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",136/165,136,Flareon,Rare,"Normal Holo",English,Unspecified,,3
International,"Scarlet & Violet 151",137/165,137,Porygon,Common,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",137/165,137,Porygon,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",139/165,139,Omastar,Rare,"Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",140/165,140,Kabuto,Uncommon,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",141/165,141,Kabutops,Rare,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",142/165,142,Aerodactyl,Rare,"Normal Holo",English,Unspecified,,3
International,"Scarlet & Violet 151",143/165,143,Snorlax,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",146/165,146,Moltres,Rare,"Normal Holo",English,Unspecified,,2
International,"Scarlet & Violet 151",147/165,147,Dratini,Common,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",147/165,147,Dratini,Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",148/165,148,Dragonair,Uncommon,Normal,English,Unspecified,,3
International,"Scarlet & Violet 151",150/165,150,Mewtwo,Rare,"Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",150/165,150,Mewtwo,Rare,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",152/165,152,"Antique Dome Fossil",Common,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",153/165,153,"Antique Helix Fossil",Common,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",154/165,154,"Antique Old Amber",Common,"Reverse Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",155/165,155,"Big Air Balloon",Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",157/165,157,"Cycling Road",Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",159/165,159,"Energy Sticker",Uncommon,Normal,English,Unspecified,,5
International,"Scarlet & Violet 151",160/165,160,"Erika's Invitation",Uncommon,Normal,English,Unspecified,,4
International,"Scarlet & Violet 151",161/165,161,"Giovanni's Charisma",Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",162/165,162,Grabber,Uncommon,Normal,English,Unspecified,,4
International,"Scarlet & Violet 151",163/165,163,Leftovers,Uncommon,Normal,English,Unspecified,,1
International,"Scarlet & Violet 151",165/165,165,"Rigid Band",Uncommon,Normal,English,Unspecified,,2
International,"Scarlet & Violet 151",166/165,166,Bulbasaur,"Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",177/165,177,Machoke,"Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",180/165,180,Omanyte,"Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",186/165,186,"Ninetales ex","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Scarlet & Violet 151",190/165,190,"Kangaskhan ex","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Obsidian Flames",001/197,1,Oddish,Common,Normal,English,Unspecified,,6
International,"Obsidian Flames",001/197,1,Oddish,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",002/197,2,Gloom,Common,Normal,English,Unspecified,,2
International,"Obsidian Flames",003/197,3,Bellossom,Uncommon,Normal,English,Unspecified,,2
International,"Obsidian Flames",003/197,3,Bellossom,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",004/197,4,Scyther,Common,Normal,English,Unspecified,,3
International,"Obsidian Flames",004/197,4,Scyther,Common,"Reverse Holo",English,Unspecified,,4
International,"Obsidian Flames",005/197,5,Shuckle,Common,Normal,English,Unspecified,,2
International,"Obsidian Flames",006/197,6,Surskit,Common,Normal,English,Unspecified,,7
International,"Obsidian Flames",006/197,6,Surskit,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",007/197,7,Masquerain,Uncommon,Normal,English,Unspecified,,1
International,"Obsidian Flames",007/197,7,Masquerain,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",008/197,8,Combee,Common,Normal,English,Unspecified,,4
International,"Obsidian Flames",009/197,9,Foongus,Common,Normal,English,Unspecified,,7
International,"Obsidian Flames",009/197,9,Foongus,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",010/197,10,Amoonguss,Uncommon,Normal,English,Unspecified,,3
International,"Obsidian Flames",011/197,11,Phantump,Common,Normal,English,Unspecified,,3
International,"Obsidian Flames",012/197,12,Trevenant,Uncommon,Normal,English,Unspecified,,5
International,"Obsidian Flames",012/197,12,Trevenant,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",013/197,13,Rowlet,Common,Normal,English,Unspecified,,6
International,"Obsidian Flames",014/197,14,Dartrix,Uncommon,Normal,English,Unspecified,,6
International,"Obsidian Flames",015/197,15,"Decidueye ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Obsidian Flames",016/197,16,Bounsweet,Common,Normal,English,Unspecified,,6
International,"Obsidian Flames",017/197,17,Steenee,Common,Normal,English,Unspecified,,4
International,"Obsidian Flames",017/197,17,Steenee,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",018/197,18,Tsareena,Uncommon,Normal,English,Unspecified,,3
International,"Obsidian Flames",019/197,19,Smoliv,Common,Normal,English,Unspecified,,4
International,"Obsidian Flames",019/197,19,Smoliv,Common,"Reverse Holo",English,Unspecified,,4
International,"Obsidian Flames",020/197,20,Dolliv,Common,Normal,English,Unspecified,,3
International,"Obsidian Flames",020/197,20,Dolliv,Common,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",021/197,21,Arboliva,Uncommon,Normal,English,Unspecified,,2
International,"Obsidian Flames",022/197,22,"Toedscruel ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Obsidian Flames",023/197,23,Capsakid,Common,Normal,English,Unspecified,,4
International,"Obsidian Flames",023/197,23,Capsakid,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",024/197,24,Capsakid,Common,Normal,English,Unspecified,,1
International,"Obsidian Flames",025/197,25,Scovillain,Rare,"Normal Holo",English,Unspecified,,10
International,"Obsidian Flames",025/197,25,Scovillain,Rare,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",026/197,26,Charmander,Common,Normal,English,Unspecified,,6
International,"Obsidian Flames",026/197,26,Charmander,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",027/197,27,Charmeleon,Uncommon,Normal,English,Unspecified,,3
International,"Obsidian Flames",028/197,28,Vulpix,Common,Normal,English,Unspecified,,5
International,"Obsidian Flames",028/197,28,Vulpix,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",029/197,29,Ninetales,Uncommon,Normal,English,Unspecified,,6
International,"Obsidian Flames",030/197,30,Entei,Rare,"Normal Holo",English,Unspecified,,6
International,"Obsidian Flames",031/197,31,Numel,Common,Normal,English,Unspecified,,7
International,"Obsidian Flames",031/197,31,Numel,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",032/197,32,Camerupt,Uncommon,Normal,English,Unspecified,,5
International,"Obsidian Flames",032/197,32,Camerupt,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",033/197,33,"Victini ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Obsidian Flames",034/197,34,Darumaka,Common,Normal,English,Unspecified,,7
International,"Obsidian Flames",034/197,34,Darumaka,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",035/197,35,Darmanitan,Uncommon,Normal,English,Unspecified,,3
International,"Obsidian Flames",035/197,35,Darmanitan,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",036/197,36,Litwick,Common,Normal,English,Unspecified,,8
International,"Obsidian Flames",036/197,36,Litwick,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",037/197,37,Lampent,Common,Normal,English,Unspecified,,3
International,"Obsidian Flames",038/197,38,Chandelure,Uncommon,Normal,English,Unspecified,,3
International,"Obsidian Flames",038/197,38,Chandelure,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",039/197,39,Heatmor,Common,Normal,English,Unspecified,,3
International,"Obsidian Flames",039/197,39,Heatmor,Common,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",040/197,40,Larvesta,Common,Normal,English,Unspecified,,6
International,"Obsidian Flames",040/197,40,Larvesta,Common,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",040/197,40,Larvesta,Common,"Battle Academy 2024 (Armarouge 31)",English,Unspecified,,1
International,"Obsidian Flames",040/197,40,Larvesta,Common,"Battle Academy 2024 (Armarouge 44)",English,Unspecified,,1
International,"Obsidian Flames",041/197,41,Volcarona,Uncommon,Normal,English,Unspecified,,4
International,"Obsidian Flames",041/197,41,Volcarona,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",041/197,41,Volcarona,Uncommon,"Battle Academy 2024 (Armarouge 46)",English,Unspecified,,1
International,"Obsidian Flames",042/197,42,"Eiscue ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Obsidian Flames",043/197,43,Charcadet,Common,Normal,English,Unspecified,,5
International,"Obsidian Flames",043/197,43,Charcadet,Common,"Reverse Holo",English,Unspecified,,3
International,"Obsidian Flames",044/197,44,Armarouge,Uncommon,Normal,English,Unspecified,,4
International,"Obsidian Flames",045/197,45,Lapras,Uncommon,Normal,English,Unspecified,,2
International,"Obsidian Flames",045/197,45,Lapras,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",046/197,46,Carvanha,Common,Normal,English,Unspecified,,3
International,"Obsidian Flames",046/197,46,Carvanha,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",047/197,47,Sharpedo,Uncommon,Normal,English,Unspecified,,7
International,"Obsidian Flames",047/197,47,Sharpedo,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",048/197,48,Buizel,Common,Normal,English,Unspecified,,6
International,"Obsidian Flames",048/197,48,Buizel,Common,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",049/197,49,Floatzel,Uncommon,Normal,English,Unspecified,,2
International,"Obsidian Flames",049/197,49,Floatzel,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",050/197,50,Tympole,Common,Normal,English,Unspecified,,6
International,"Obsidian Flames",050/197,50,Tympole,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",051/197,51,Palpitoad,Common,Normal,English,Unspecified,,3
International,"Obsidian Flames",051/197,51,Palpitoad,Common,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",052/197,52,Seismitoad,Uncommon,Normal,English,Unspecified,,2
International,"Obsidian Flames",052/197,52,Seismitoad,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",053/197,53,Cubchoo,Common,Normal,English,Unspecified,,2
International,"Obsidian Flames",053/197,53,Cubchoo,Common,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",054/197,54,Beartic,Uncommon,Normal,English,Unspecified,,2
International,"Obsidian Flames",054/197,54,Beartic,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",055/197,55,Cryogonal,Common,Normal,English,Unspecified,,2
International,"Obsidian Flames",055/197,55,Cryogonal,Common,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",056/197,56,Froakie,Common,Normal,English,Unspecified,,10
International,"Obsidian Flames",057/197,57,Frogadier,Uncommon,Normal,English,Unspecified,,6
International,"Obsidian Flames",058/197,58,Wiglett,Common,Normal,English,Unspecified,,6
International,"Obsidian Flames",058/197,58,Wiglett,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",059/197,59,Wugtrio,Uncommon,Normal,English,Unspecified,,3
International,"Obsidian Flames",060/197,60,Finizen,Common,Normal,English,Unspecified,,4
International,"Obsidian Flames",061/197,61,Finizen,Common,Normal,English,Unspecified,,3
International,"Obsidian Flames",061/197,61,Finizen,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",062/197,62,Palafin,Rare,"Normal Holo",English,Unspecified,,8
International,"Obsidian Flames",062/197,62,Palafin,Rare,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",063/197,63,Magnemite,Common,Normal,English,Unspecified,,4
International,"Obsidian Flames",063/197,63,Magnemite,Common,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",064/197,64,Magneton,Common,Normal,English,Unspecified,,2
International,"Obsidian Flames",064/197,64,Magneton,Common,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",065/197,65,Magnezone,Uncommon,Normal,English,Unspecified,,3
International,"Obsidian Flames",065/197,65,Magnezone,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",066/197,66,"Tyranitar ex","Double Rare","Normal Holo",English,Unspecified,,3
International,"Obsidian Flames",067/197,67,Tynamo,Common,Normal,English,Unspecified,,11
International,"Obsidian Flames",067/197,67,Tynamo,Common,"Reverse Holo",English,Unspecified,,2
International,"Obsidian Flames",068/197,68,Eelektrik,Common,Normal,English,Unspecified,,4
International,"Obsidian Flames",069/197,69,Eelektross,Uncommon,Normal,English,Unspecified,,4
International,"Obsidian Flames",069/197,69,Eelektross,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",070/197,70,Thundurus,Rare,"Normal Holo",English,Unspecified,,8
International,"Obsidian Flames",070/197,70,Thundurus,Rare,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",071/197,71,Toxel,Common,Normal,English,Unspecified,,2
International,"Obsidian Flames",072/197,72,Toxtricity,Rare,"Normal Holo",English,Unspecified,,6
International,"Obsidian Flames",072/197,72,Toxtricity,Rare,"Reverse Holo",English,Unspecified,,1
International,"Obsidian Flames",073/197,73,"Pawmot ex","Double Rare","Normal Holo",English,Unspecified,,2
